"","LIPPOS16JULY_04-D21_M26","LIPPOS16JULY_10-D21_M3","LIPPOS16JULY_17-D21_M10","LIPPOS16JULY_18-D21_M6","LIPPOS16JULY_22-D21_M5","LIPPOS16JULY_23-D21_M7","LIPPOS16JULY_24-D21_M21","LIPPOS16JULY_34-D21_M15","LIPPOS16JULY_36-D21_M24","LIPPOS16JULY_44-D21_M1","LIPPOS16JULY_45-D21_M2","LIPPOS16JULY_46-D21_M23","LIPPOS16JULY_48-D21_M8","LIPPOS16JULY_50-D21_M19","LIPPOS16JULY_51-D21_M22","LIPPOS16JULY_53-D21_M27","LIPPOS16JULY_55-D21_M20","LIPPOS16JULY_65-D21_M12","LIPPOS16JULY_69-D21_M18","LIPPOS16JULY_79-D21_M11","LIPPOS16JULY_81-D21_M13","LIPPOS16JULY_84-D21_M4","LIPPOS16JULY_88-D21_M25","LIPPOS16JULY_94-D21_M16","LIPPOS16JULY_08-D35_M4","LIPPOS16JULY_11-D35_M6","LIPPOS16JULY_14-D35_M2","LIPPOS16JULY_16-D35_M16","LIPPOS16JULY_19-D35_M12","LIPPOS16JULY_20-D35_M18","LIPPOS16JULY_25-D35_M1","LIPPOS16JULY_35-D35_M19","LIPPOS16JULY_37-D35_M23","LIPPOS16JULY_42-D35_M13","LIPPOS16JULY_56-D35_M22","LIPPOS16JULY_57-D35_M10","LIPPOS16JULY_58-D35_M11","LIPPOS16JULY_59-D35_M20","LIPPOS16JULY_60-D35_M3","LIPPOS16JULY_62-D35_M24","LIPPOS16JULY_67-D35_M21","LIPPOS16JULY_68-D35_M27","LIPPOS16JULY_73-D35_M26","LIPPOS16JULY_74-D35_M5","LIPPOS16JULY_83-D35_M15","LIPPOS16JULY_86-D35_M7","LIPPOS16JULY_87-D35_M25","LIPPOS16JULY_92-D35_M8","LIPPOS16JULY_03-D7_M7","LIPPOS16JULY_05-D7_M27","LIPPOS16JULY_06-D7_M23","LIPPOS16JULY_09-D7_M8","LIPPOS16JULY_12-D7_M18","LIPPOS16JULY_13-D7_M25","LIPPOS16JULY_15-D7_M16","LIPPOS16JULY_21-D7_M10","LIPPOS16JULY_26-D7_M19","LIPPOS16JULY_28-D7_M12","LIPPOS16JULY_39-D7_M21","LIPPOS16JULY_41-D7_M20","LIPPOS16JULY_43-D7_M6","LIPPOS16JULY_47-D7_M13","LIPPOS16JULY_52-D7_M11","LIPPOS16JULY_54-D7_M3","LIPPOS16JULY_61-D7_M2","LIPPOS16JULY_64-D7_M26","LIPPOS16JULY_70-D7_M24","LIPPOS16JULY_71-D7_M15","LIPPOS16JULY_75-D7_M22","LIPPOS16JULY_82-M1_D7","LIPPOS16JULY_85-D7_M4","LIPPOS16JULY_89-D7_M5","LIPPOS16JULY_02-M21","LIPPOS16JULY_07-M3","LIPPOS16JULY_27-M11","LIPPOS16JULY_29-M20","LIPPOS16JULY_30-M4","LIPPOS16JULY_31-M22","LIPPOS16JULY_32-M5","LIPPOS16JULY_33-M13","LIPPOS16JULY_38-M19","LIPPOS16JULY_40-M1","LIPPOS16JULY_49-M27","LIPPOS16JULY_63-M16","LIPPOS16JULY_66-M23","LIPPOS16JULY_72-M26","LIPPOS16JULY_76-M10","LIPPOS16JULY_77-M8","LIPPOS16JULY_78-M2","LIPPOS16JULY_80-M12","LIPPOS16JULY_90-M24","LIPPOS16JULY_91-M7","LIPPOS16JULY_93-M6","LIPPOS16JULY_95-M18"
"w/o MS2:DGDG 27:1; DGDG 3:0-24:1; [M+NH4]+"," 0.305868027","-1.031263798"," 0.168244144","-0.362144276","-0.266308854"," 0.222707380","-1.954002227","-2.750577820","-1.687282177","-0.062376130"," 0.352174707"," 0.356660311","-1.191301901","-2.870097151","-0.856216638","-0.283158295","-1.763665744","-0.076959777","-0.555204129","-0.441184805","-0.097191308"," 0.473518717","-0.112194269","-0.978498957","-0.988529259","-0.382251319"," 0.418843423","-0.076959777","-0.320260421"," 0.871876330","-1.116122239","-1.763665744"," 0.898308967"," 0.568674253","-0.116614826"," 0.248264379","-0.548980570","-0.422439059","-0.132166304","-0.681076162","-1.079096486"," 0.109208596","-1.585285039","-0.021889219","-0.293727606","-1.163481823"," 0.261813658","-0.419967164","-1.101799801"," 0.047970972","-0.655338469","-2.693803351","-0.996238386","-0.655338469","-0.624041804"," 0.163436104","-0.765756089","-0.437017266","-0.588094283"," 0.222707380"," 0.006432488","-0.757272502"," 0.288160264"," 0.380872156","-0.497363226"," 0.446577061","-3.848027141","-0.891309167","-0.894675990","-1.272021894","-1.557892870","-2.179381780"," 2.596082974"," 1.532867663"," 0.564639738"," 1.967188316"," 1.537598455"," 2.207095414"," 0.388813553"," 2.158272485"," 2.899893186"," 2.814458756"," 2.629243032"," 2.489346325"," 2.293830532"," 2.572669298"," 2.196308409"," 2.596082974"," 2.529505424"," 2.119332795"," 2.250892150"," 0.808143168"," 2.334550963","-1.431621170"
"w/o MS2:DGDG 34:3; DGDG 13:1-21:2; [M+NH4]+","-6.12900080"," 1.33356510"," 1.49253637"," 0.99491652"," 1.30820046"," 1.12004289"," 1.41001845"," 1.39228396"," 0.77050592","-3.25811706"," 1.16665630"," 0.97708169"," 1.38563264"," 1.22502370","-2.57437544"," 1.50750760"," 1.36854163"," 0.74344917","-3.62134565","-3.82364454"," 1.03996652"," 1.01583124","-1.59594673"," 1.00232665"," 1.54485997"," 1.38563264","-1.87413741"," 1.14449472"," 0.91350121"," 1.24201978"," 1.35636637"," 1.05427581"," 1.34529942","-1.76410652"," 0.80555416","-1.95040307"," 0.73656068"," 0.99144117","-3.25032319"," 0.61025270"," 0.88872205","-2.88121487","-3.56468364"," 0.60325762"," 1.45735479","-0.80460209","-0.89102153"," 0.88872205"," 1.32106842"," 1.38863958"," 1.49603404"," 0.41362938"," 1.25329868","-1.35857909"," 1.32565412"," 1.39228396"," 1.19350289"," 1.26328904"," 1.21080801","-0.77085124","-1.56356525"," 0.56740485"," 1.24644172","-2.08992054"," 0.56740485","-1.44457661"," 1.56850164"," 1.20742947","-1.92424220"," 1.40237849","-3.42035964"," 1.36854163","-2.21935423"," 1.46952743","-0.13083065"," 1.30820046"," 1.03342902"," 0.21576586"," 0.15060169"," 0.10827375"," 0.72611615","-2.19576516"," 0.99881246"," 0.61377360","-2.48359434","-2.34394857","-2.82699351","-1.94697433"," 0.79898568","-1.92424220"," 0.05934872"," 0.91692240"," 0.40196516","-0.58371503"
"w/o MS2:DGDG 34:6; DGDG 12:0-22:6; [M+NH4]+"," 1.60206640","-0.09270221","-0.80099680"," 0.97678054"," 1.24116696","-0.57663041","-1.44592232","-0.29335600"," 0.89467102"," 0.06838992"," 1.08521605","-0.33093193","-0.03841080"," 0.68945626","-1.02460727"," 1.56154808"," 0.78859303"," 0.13346138"," 0.25657701"," 0.25040318"," 0.42186563","-0.84995484","-0.35082687","-0.24445514","-0.49331105","-0.54114643"," 0.87610217","-0.17935134"," 0.38107838","-0.34649882","-0.82351867","-0.24445514"," 0.35699168"," 0.52257555"," 0.81966857"," 0.32541715","-0.19235874","-1.24472204","-0.51378658","-0.26262313","-2.03403828"," 1.27015461","-0.43714614","-0.30310322","-1.62828098","-1.85881308","-1.17452702"," 0.49945973","-1.85881308","-0.61786897"," 0.99497287","-0.54114643","-0.09270221","-0.38323621","-0.50794822","-0.14941867","-1.36388365"," 0.53865179","-0.22044153","-0.23852227"," 0.77398174"," 0.21512038"," 0.54621316","-0.61786897","-1.27600277"," 0.75754030","-2.43423474"," 1.18435621","-3.29507045","-0.80099680"," 0.32541715","-1.02982794"," 1.83116454","-0.21146775","-0.54866992"," 0.18928342"," 0.42938856","-0.86674708","-1.09449695","-0.77311782"," 1.55595660"," 1.65555973","-0.84351969","-0.59541893"," 1.95856654"," 1.16485400"," 2.45982469"," 1.93425997","-1.08046383"," 0.51430220","-0.05475545"," 1.34060322"," 1.03619297"," 3.39526217"
"w/o MS2:DGDG 36:6; DGDG 14:0-22:6; [M+NH4]+"," 3.324797613","-1.686984883","-0.415989676"," 0.073249334","-2.203183931","-0.029479330","-0.645228477"," 0.575399061","-0.179906503"," 1.151402989","-1.686984883","-0.915802440","-1.529188607","-1.322688732","-2.122930829"," 3.302832013","-1.158760985","-0.972709463"," 2.783034939"," 1.509208894"," 2.523072384","-0.865321793","-0.799139405","-0.581837439","-2.810642314","-0.170496016","-2.044093003"," 0.625132814","-0.928226442"," 0.275644212","-1.267991788","-0.160448037","-1.090067302"," 3.846405647"," 1.438146183"," 3.230817260","-0.170496016","-0.003340264","-2.945217565","-0.059872991"," 0.643763013"," 0.589708041","-0.888136404"," 2.900623707","-1.130019503"," 0.290830486"," 3.196243428"," 0.679305613","-0.836648536","-1.554915490","-1.503581596"," 0.438683105","-0.547322561","-1.823571383","-1.116620574","-1.241309682","-1.887930385"," 0.246593186","-1.831079545"," 2.407705185","-0.225795548","-0.597824857"," 3.526182929"," 3.548434899","-1.246273808"," 0.480330657","-0.179906503","-0.364687307"," 1.705372849"," 0.464299530","-1.267991788","-0.888136404"," 0.628637538","-0.976519942","-0.130689156","-0.876124179","-0.070855794"," 0.418125821","-0.427528534","-0.464629229"," 1.919464478","-0.232435832","-0.976519942","-0.551315723"," 3.107764316"," 0.047100830"," 1.582013752"," 1.837439008","-0.795009198","-0.207325769","-0.374822948","-0.896794870","-1.350270862"," 0.911857255"
"w/o MS2:DGDG 36:7; DGDG 18:2-18:5; [M+NH4]+"," 1.50318604"," 1.01934271","-1.25330408"," 0.92278644"," 1.30340293"," 0.50676435","-0.08147232"," 0.02737140"," 0.59716187"," 1.50318604"," 1.00352924"," 0.12475359"," 0.86364146"," 0.48494515"," 0.75973584","-1.21802507"," 1.53641789"," 1.09466080","-2.02667621"," 1.24454085"," 1.30340293"," 1.38623707"," 0.99338499","-3.44604102"," 1.07922854"," 0.84875541"," 1.03498114"," 1.18842849"," 1.52266652"," 0.75506295"," 1.07922854"," 1.28779963"," 1.38623707","-1.03964912","-1.47428596","-0.73246039","-1.41674282"," 0.80371973"," 1.17818247"," 1.19991512"," 1.12612194","-0.95512066","-2.75751270"," 0.97782623"," 0.76921548","-2.51742465"," 0.41498200"," 0.95724503"," 0.76921548"," 1.12021986"," 1.33615468"," 1.45457402","-0.51153455"," 0.71371857"," 1.14770251","-0.77267912"," 1.22958496"," 1.44042971"," 1.13124502"," 0.98283895","-3.03252640"," 1.11541238"," 1.09958954","-2.82153479"," 0.93876336"," 1.28779963"," 1.04479491","-1.38769348","-2.64949445"," 0.78798819","-1.66013057"," 0.56921470","-0.12169443","-0.01500051","-0.40387594","-3.51716674","-0.97653062","-0.79720772","-1.24863460","-0.78321049","-2.67382403","-0.59144727"," 0.21528886","-0.72029587","-1.58747939","-3.27560588","-0.51915678","-0.15724120","-0.92339193","-2.12032964","-0.91333807","-0.47677497","-1.22797360"," 0.63190485"
"w/o MS2:DGDG 38:1; DGDG 12:0-26:1; [M+NH4]+"," 0.30136429"," 1.00425551"," 0.62824836"," 0.75576770"," 0.85969727"," 0.62457834"," 0.65481743"," 0.83663374"," 0.90564960"," 1.00818375"," 0.99920958","-0.16718789"," 0.54613513"," 1.20887578","-0.51138193"," 0.55845983"," 1.40968147"," 0.71097475"," 0.87889803"," 0.83295927"," 0.43993652"," 0.87889803"," 1.31229041"," 1.21638381"," 1.68199726"," 1.16756916"," 1.16352417"," 1.25645162"," 0.95655221"," 1.57706806"," 1.23015838"," 1.53593183"," 0.14151898"," 0.90119991"," 0.74542590"," 1.78195878"," 0.76451185"," 1.51245457"," 1.21283970"," 1.31763042"," 0.91221587"," 0.64371756"," 0.26662750"," 1.30420310"," 1.28703534"," 1.04150052"," 0.74542590"," 0.49362203"," 0.42311427"," 0.28269859","-0.08749283"," 0.51328489"," 0.81479874"," 0.63195363"," 0.31766813"," 0.93527336"," 0.37385089"," 0.26287360"," 0.57130425"," 0.96502523"," 0.32833745"," 0.51328489"," 0.34789787"," 0.98680669"," 0.57130425"," 0.58645688"," 0.85209462"," 0.82166720"," 0.66249357"," 0.38873858"," 0.57130425"," 0.34789787","-2.46005709","-2.53264405","-0.77949431","-3.59207538","-1.13302356","-3.70361712","-2.94545272","-3.74158335","-1.28033992","-2.91062392","-4.12328668","-2.24620233","-3.69216631","-3.73493828","-3.42355558","-2.46656118","-3.83531630","-1.42636621","-1.57009326","-2.30362501","-2.57302550","-0.04305823"
"w/o MS2:DGDG 38:7; DGDG 20:2-18:5; [M+NH4]+","-0.501796095","-0.529566976"," 1.356433889"," 0.502707607"," 0.481446747"," 1.686627814"," 1.642449793"," 0.731238881"," 0.337146211","-1.747610319"," 1.569988133"," 0.872859353"," 0.945793828"," 1.329915573","-2.610729295"," 0.661008305"," 0.950520714"," 1.306975752"," 0.551056914","-0.606401670","-2.588337159"," 0.375214230"," 0.852112739"," 1.435575831"," 0.438027892","-0.918736276","-2.386696333"," 0.564594028"," 2.174142122"," 0.412524214"," 1.580700768"," 0.768870961"," 1.860291015","-3.259870945"," 0.280596698","-0.301695888"," 0.174881365","-3.528705376","-0.568647511"," 0.303201634"," 1.133040631"," 0.610937120","-0.020187694","-0.618327354"," 1.661721562","-1.262384818","-1.493377987"," 1.686627814"," 0.936794979"," 0.894096498"," 0.266848835","-0.559415343"," 1.681969524","-2.189124660"," 0.253045062"," 1.681969524"," 0.412524214"," 0.351654336"," 1.425945636"," 0.099494213","-0.250308808","-0.050017433","-0.459998835"," 0.583534163"," 0.852112739"," 1.891290852"," 1.222403560","-4.819048114","-1.662381129"," 0.932713772"," 0.118050349"," 0.791543324","-0.606401670"," 0.210732630","-0.433281620"," 0.025237084"," 0.177256892","-0.573363906","-0.349576493"," 0.551056914","-0.449166773","-0.429366403"," 0.597673129","-1.063603337","-1.361191175","-0.353827885"," 0.005821318","-0.802102688"," 0.280596698","-0.918736276","-1.317088509","-0.496050799","-1.537722069","-3.858750764"
"w/o MS2:DGDG 38:9; DGDG 20:4-18:5; [M+NH4]+","-1.8545743"," 0.9091024"," 0.9173810","-2.2057792"," 0.9698606"," 1.2192451"," 0.5388556"," 0.6714127"," 0.9548103"," 0.9130184"," 0.9548103"," 0.9173810"," 1.5095269"," 0.8038527"," 0.4790265"," 1.1816189"," 1.2475500"," 0.8375185"," 0.8274012","-4.2350034"," 0.3713239"," 0.7709534"," 0.9173810"," 0.9091024"," 0.9548103"," 0.9279182"," 0.7044626"," 0.3790787"," 0.9042300"," 0.6588290"," 1.2099087"," 0.9459148"," 0.5663363"," 0.4790265"," 1.2241689"," 1.3870860"," 0.3875622"," 1.1161430"," 0.3009928"," 0.1807982"," 1.0626639"," 0.9279182","-5.0729344"," 0.5132407"," 1.0665461"," 1.0531813"," 0.8375185","-0.1325105"," 0.5388556"," 0.6307917"," 0.5207102"," 0.2678292"," 1.0626639"," 0.7228720"," 0.5151367"," 0.7762591"," 0.6201905"," 1.2001296"," 0.3396436","-3.6275476"," 0.6626558"," 0.8991051","-2.6604672","-2.9817201"," 0.5207102"," 0.7667227"," 0.9652246"," 0.8132912","-4.1916754"," 0.4256482"," 0.7931562"," 1.4168311","-0.9440012","-0.6357424","-1.2577896","-0.3912089","-0.4254669","-0.6809544","-1.4861080","-0.8768058","-0.7271537","-0.9213407","-0.7603475","-0.4434238","-4.5074450","-0.9352305","-0.5178748","-1.3091789","-0.9663450","-1.0229581","-3.5208288","-0.8898711","-1.1284004"," 0.2427928"
"w/o MS2:DGDG 40:4; DGDG 14:0-26:4; [M+NH4]+"," 0.70442100"," 0.91093408","-0.61554348","-0.91431514"," 0.76559234","-1.28856688"," 0.39149457"," 0.71933214"," 0.25774863"," 1.45852996"," 0.43084622","-0.35030955"," 0.40920620"," 1.52432235","-1.48296077","-0.57152485"," 1.35511799","-0.15235352"," 1.14894272"," 0.38529018"," 0.41686688"," 0.60102074"," 1.04883890"," 1.35511799"," 1.92727603"," 1.19656296"," 1.75079938"," 2.36638327"," 0.32973246"," 2.09456091"," 1.50381865"," 1.58079566","-1.08280456"," 0.02420233"," 0.52512618"," 1.79892122","-0.08107729"," 1.75973229"," 1.36573159"," 1.01609305","-4.55764846","-0.03029249","-0.74146579"," 1.60171619"," 1.18330767"," 0.63831152","-0.09290167","-1.20275082"," 0.05841145"," 0.43084622"," 0.14214896"," 0.26786343"," 1.41892311","-0.02408733"," 0.85579151"," 0.29239152"," 0.72250801","-0.09892664","-0.09892664"," 1.43276600"," 0.53613410"," 1.11893465"," 0.08338972"," 1.13172676"," 0.93249783","-0.19104359"," 0.67026365"," 1.29797375","-0.76373711"," 0.61971149"," 0.09960947"," 0.46900216","-0.81684529","-1.08280456"," 0.72250801","-3.89321495"," 0.43511473","-2.25339982","-1.62863652","-3.20821185","-0.03029249","-1.26708562","-3.36919560","-1.28374013","-3.59834659","-2.33834123","-1.84777583","-1.85657801","-2.29876721"," 0.11483686"," 0.08754494","-1.24406354","-0.92084489","-3.20821185"
"w/o MS2:DGGA 26:0; DGGA 12:0-14:0; [M+NH4]+"," 0.520948526"," 0.203712069"," 1.527505047"," 0.191594083"," 0.809241742"," 0.776812643"," 0.520948526"," 0.350716470"," 0.869923723"," 1.412703398"," 0.219888131"," 1.695040480"," 0.755053418"," 0.447532620"," 0.301878419"," 1.146233324"," 1.146233324"," 0.575753243"," 1.342278771"," 1.024854273"," 1.407695388"," 0.111238350"," 0.396889508"," 0.332363467","-0.166743660"," 0.224744641"," 1.172764048"," 0.238274091"," 1.484457655"," 0.501533589"," 0.332363467","-0.060997152"," 0.727278235"," 1.571142265"," 0.861515711"," 0.614045109"," 0.442812770"," 0.879309203"," 0.038079967"," 1.337008923"," 1.130373323"," 1.093780275"," 1.049665386"," 1.325353247"," 1.024854273"," 0.211481409"," 1.872183482"," 0.821113846"," 0.850646124"," 0.025157196"," 0.224744641","-0.291762852"," 0.211481409"," 0.948157222","-0.132741960"," 0.575753243"," 0.776812643"," 0.653732856"," 1.418242577"," 0.224744641"," 0.178268266"," 0.219888131"," 1.826786562"," 0.566378197"," 0.005409843"," 0.462166798","-0.297020674"," 0.555787207"," 0.731935964","-0.372759699"," 0.148937028","-0.058432043","-2.368064788","-2.621182798","-2.829082421","-2.078488591","-2.839893594","-1.035394003","-2.018587003","-1.652533630","-2.261315803","-2.495492251","-0.989249077","-2.192373615","-0.701293127","-1.582387436","-1.644749045","-2.047715389","-2.531889347","-1.849554865","-2.967083009","-2.976469817","-2.709477683","-1.873469074"
"w/o MS2:DGGA 32:0; DGGA 12:0-20:0; [M+NH4]+","-1.768860035"," 0.776026841","-2.766763021"," 0.784623792","-4.987333780","-1.513239269"," 1.298002295","-1.647995205"," 1.075682101"," 1.108491437"," 0.828638379"," 1.204806272"," 1.317563442"," 1.125991365"," 1.125991365","-1.312511537","-2.330988878"," 1.161994939"," 1.082465263","-1.462824007"," 1.140453182"," 0.874263885"," 1.116635887"," 1.132575075"," 0.740120441","-2.788420284","-1.665727542"," 1.032940264"," 1.265507910"," 0.974263700"," 0.994751074"," 1.155366442"," 1.336169113"," 1.344161358"," 1.447552179","-3.328259776"," 1.258547375"," 1.075682101"," 0.841127345","-2.483794155"," 0.933937988","-1.577325286"," 1.336169113"," 1.214797123"," 1.196271405"," 1.140453182"," 1.372496067"," 1.187415916"," 0.958361971"," 0.902664023"," 1.177987964"," 1.132575075"," 1.046465783","-1.951445368"," 0.895904170"," 1.046465783","-3.137617846","-1.882084941"," 1.116635887","-2.356696404"," 0.974263700"," 1.125991365","-1.277466384","-1.985526273"," 0.958361971"," 1.155366442"," 0.828638379"," 1.265507910"," 0.542051643"," 0.704266836"," 1.032940264"," 0.967145202","-0.070368066","-2.394897292","-2.801323882","-0.063403683","-2.813911848"," 0.333735138"," 0.016381956","-0.001162289","-2.215687312"," 0.100990291","-0.029387519","-0.116260429","-3.414466056"," 0.130776206","-1.800183956"," 0.479009977","-0.089247378","-0.303186098","-3.425560368"," 0.173655987","-0.180829641"," 3.876676271"
"w/o MS2:DGGA 32:1; DGGA 12:0-20:1; [M+NH4]+","-2.1474450"," 1.8046689"," 1.8515135"," 1.4687851"," 0.5871785"," 1.6770280"," 1.9681422"," 0.9008595"," 0.6173051","-1.8479400"," 1.9309750"," 2.1380600"," 1.8760221","-2.2755967","-3.1716741","-2.4921413"," 1.6535953","-3.1806702"," 1.3841316","-2.8881830","-2.7553969"," 1.5954167","-1.9524037","-2.0713497"," 1.8046689"," 1.6151734"," 1.0348205"," 1.7511143"," 1.3002305"," 1.8760221"," 1.9681422"," 2.0034538","-2.1026320","-1.9117576","-2.2423275","-2.0789079","-2.4110478","-2.4476261","-3.1575084"," 1.7026205"," 1.7771083","-1.6916379","-2.2064351","-2.1117201"," 1.8046689","-2.4157444","-1.8340523"," 1.8250875"," 1.9044958","-2.6524152"," 1.7026205"," 1.0348205"," 1.5463636"," 1.7511143"," 1.5759460"," 1.9681422"," 1.8046689"," 2.1380600","-1.7628869","-3.2156844","-2.0514257"," 2.1380600","-1.8411280","-2.7249948"," 1.7511143","-3.9876132"," 1.0764965","-1.9667026","-2.2064351"," 1.5463636"," 1.7026205"," 1.8046689","-2.1388913"," 1.4687851"," 1.5314831"," 1.5613306"," 1.5171661"," 0.5481864","-1.0112050"," 1.5463636","-1.9117576","-1.7759275"," 1.4978987"," 1.3290877","-2.9651607","-1.8019563","-1.8243222"," 1.3431268"," 1.8515135"," 0.6444911"," 1.8760221"," 1.7771083"," 1.8760221","-0.4982289"
"w/o MS2:DGGA 32:2; DGGA 12:0-20:2; [M+NH4]+","-0.339850932"," 0.788198640"," 0.945998275"," 1.356164980"," 0.444920831"," 0.957486137"," 1.334689546"," 0.917939160"," 1.172803477","-2.333258879","-2.361197803"," 1.282791401"," 1.412046562","-1.086266973"," 0.400460512","-0.404411976"," 1.201698151"," 1.017137332","-0.964774822","-2.552102957","-2.544954568","-1.246275951","-0.729868155","-0.998446658"," 1.039408672"," 0.222000520"," 1.287376980"," 1.488423217"," 1.116078228"," 1.516800759"," 1.343035550"," 1.553927927","-0.520388958"," 0.366402752","-1.355524337"," 1.639543839","-0.407703510","-2.237176312","-1.185468550"," 1.492929473","-2.161986039","-0.035405528","-0.320528108","-1.030864893"," 1.087121926","-0.605388349","-0.460459643"," 1.330671228","-1.121398027","-1.251139297"," 1.130252710"," 1.525263826"," 1.273264893"," 1.106994231"," 1.130252710"," 1.091699002"," 1.209639190"," 1.334689546","-0.931505432","-1.480502454","-0.485847350"," 1.525263826","-1.783697655"," 1.880397078","-2.945320304","-1.347380397","-0.900668971","-1.177557526"," 0.026965533","-1.879302948","-0.714186498"," 1.468794689","-1.869627278"," 2.374996210"," 1.087121926"," 2.138111144"," 1.356164980"," 1.064836760"," 0.227866177"," 0.989408270","-1.826882725","-2.200389148"," 1.326384648"," 1.540363404","-2.435609732"," 0.654079818","-1.489046394","-1.906252087","-2.171142544","-2.171142544"," 1.447353773","-1.362812451"," 0.004066386"," 1.703428857"
"w/o MS2:DGGA 34:3; DGGA 12:0-22:3; [M+NH4]+"," 0.93808584"," 0.72374430"," 0.68141339","-0.22353410","-0.94785629"," 1.19450131"," 0.37605753"," 0.87197310"," 0.75621729"," 0.53511939"," 1.07420107"," 0.21367267"," 0.35831994"," 0.49049538"," 1.23390129"," 1.54113009","-0.73610064"," 0.69239355","-0.77571568"," 1.02101873"," 0.45369144"," 0.46326785"," 0.86253290"," 0.53511939"," 0.08764520","-3.51829463","-0.01068488","-1.58886664","-1.45244328"," 0.34058146"," 0.34058146"," 0.36580786"," 1.31948046"," 1.54113009"," 0.79663633","-1.46387902"," 0.21367267"," 0.05987652","-0.01068488"," 0.68141339"," 0.31371243"," 0.98869394"," 0.64011725","-0.07695148"," 0.56648747"," 0.23755609"," 1.68950410"," 0.79663633","-3.08282527"," 0.22938768","-0.91486233","-0.55195940"," 0.26457042","-0.53976782"," 0.17621065","-0.48470085"," 0.66954375","-0.39598316","-0.07695148"," 0.75621729"," 0.74371343"," 0.22938768","-3.70651100"," 0.41287108","-0.56571703"," 0.89846360","-0.39598316"," 0.21367267","-3.44980649"," 0.57680132"," 0.75621729"," 0.36580786"," 0.24647351","-2.22117071","-1.61136408","-1.87899328","-2.28296269"," 0.40247464","-0.06243023"," 0.33162697"," 0.09611806","-0.02273037"," 0.82916327"," 0.21367267"," 0.77128105","-0.02273037"," 0.66954375"," 0.34058146","-1.40582819","-0.34481872","-2.47058834"," 0.25567034"," 0.70305260"," 0.14478396"
"w/o MS2:DGGA 35:3; DGGA 13:0-22:3; [M+NH4]+"," 0.456511673","-0.376637550","-1.109540617","-1.877256019"," 0.187523977","-1.488679186","-1.399503431","-0.506132706","-0.320724307"," 0.159779474","-0.415150622","-0.002810047","-0.155829458","-0.780977488","-0.859656358","-4.086230390","-0.926213191","-0.107251310","-0.369201356"," 0.203303194"," 0.498228136","-1.571053521","-0.329384694","-0.270716082","-1.193598170","-0.211670805"," 0.544467901"," 0.311267481","-0.228599130","-0.722102977","-0.903384034","-0.383413285","-0.369201356","-0.361530158","-0.270716082"," 0.469497549","-0.343172699"," 0.830195533","-0.531675805"," 0.208764698"," 0.049132378"," 0.407173370"," 0.247792290","-1.818414238","-0.137689078","-0.391486821"," 0.236570549","-0.536124331"," 0.106338994"," 0.127351242","-0.788529252","-1.214891126","-0.490331051"," 0.187523977","-0.796349184","-0.182446191","-0.637871731"," 0.439640494","-0.513596066"," 0.375445213","-0.329384694","-0.729313824"," 0.647782680","-0.211670805","-0.886257337"," 0.174437084","-0.752710752","-1.714192483"," 0.487258392"," 0.145753416","-0.173271785"," 0.174437084"," 1.142271610"," 0.761955373"," 1.011311491"," 0.152426303","-0.652298023"," 1.545621872"," 2.812080193"," 1.533046614"," 0.603287377"," 0.840084415"," 3.809892671","-0.270716082"," 2.310413118"," 0.620223245"," 3.411683233"," 3.011173401"," 0.187523977","-0.788529252"," 0.732376343"," 0.620223245"," 3.497550986"," 0.208764698"
"w/o MS2:DGGA 36:6; DGGA 14:0-22:6; [M+NH4]+","-1.79866337"," 1.24831185"," 1.48414228"," 1.05116677"," 0.61781588"," 1.60761521"," 0.77485220"," 1.59461993"," 1.57250351","-0.96012866"," 1.92654217"," 1.50878740"," 1.48936797","-1.17021901"," 1.48936797","-1.24934423"," 0.77002769"," 1.44115884","-1.85716379"," 0.58192227","-2.81100346"," 0.72187273","-1.59499599","-0.77071590"," 0.07951449"," 0.76027060"," 1.47731184"," 0.78769697"," 0.87535120"," 1.09838410"," 0.79970223"," 1.26929543"," 1.69616131","-1.22848542","-2.30281243","-1.52309742","-1.35531101","-1.89990043","-2.77790592"," 0.98034614"," 0.49195487","-1.38200564"," 1.52205066","-1.70860045"," 1.65288543","-2.14344809","-1.44651124"," 1.60090017"," 1.32653840","-2.19599382"," 1.14768804"," 0.54684875"," 0.77002769"," 1.55251594"," 0.59815020"," 1.50169283"," 0.63929981"," 1.31635900"," 0.86355505","-1.13545287","-1.07356355"," 1.41659673","-1.32985841","-1.46137322"," 0.74470244","-1.97448434"," 0.37159609","-1.14086423","-1.53837873"," 0.95667802","-2.25540770"," 1.29972740","-2.85007260"," 0.28912799"," 1.00273785"," 0.50109224"," 0.78769697"," 1.26494269"," 1.20489899"," 1.07524769","-2.73658532"," 0.65697261"," 1.09838410"," 0.26969997","-2.49603807","-3.20253531","-2.55061515"," 1.51589260"," 0.68355250","-3.34227387"," 1.01544751"," 1.15213032","-2.93689929"," 1.65900842"
